slack	requirement	datapath_delay	logic_levels	startpoint	endpoint	endpoint_pin_type	start_clock	end_clock	start_slr	end_slr
-0.684	3.332	3.660	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[7][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.684	3.332	3.772	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[58][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.684	3.332	3.772	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[62][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.681	3.332	3.670	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[2][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.680	3.332	3.981	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].capture_resetn_local_sync_reg[1]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_sync_reg[3]/R	R	mmcm_clkout0	mmcm_clkout0	SLR1	SLR3
-0.680	3.332	3.981	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].capture_resetn_local_sync_reg[1]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_href_sync_reg/R	R	mmcm_clkout0	mmcm_clkout0	SLR1	SLR3
-0.680	3.332	3.981	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].capture_resetn_local_sync_reg[1]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_pclk_sync_reg/R	R	mmcm_clkout0	mmcm_clkout0	SLR1	SLR3
-0.680	3.332	3.981	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].capture_resetn_local_sync_reg[1]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_vsync_sync_reg/R	R	mmcm_clkout0	mmcm_clkout0	SLR1	SLR3
-0.678	3.332	2.944	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_href_sync_reg/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_href_pipe_reg/D	D	mmcm_clkout0	mmcm_clkout0	SLR3	SLR2
-0.676	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[86][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[85][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[80][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[85][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.667	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[6][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.667	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[0][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.676	3.332	3.667	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[2][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.675	3.332	3.656	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[52][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.674	3.332	3.644	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[59][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.674	3.332	3.656	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[48][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.672	3.332	3.701	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_class_reg[52][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.672	3.332	3.701	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[55][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.672	3.332	3.701	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[55][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.672	3.332	3.701	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[49][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.670	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[32][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.670	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[33][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.670	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[37][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.670	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[34][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.668	3.332	3.698	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[82][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.666	3.332	3.643	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[57][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.666	3.332	3.643	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[63][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.665	3.332	3.702	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[61][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.665	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[60][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.664	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[81][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.664	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[84][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.664	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[85][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.664	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[84][6]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.663	3.332	3.684	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[59][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.603	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[56][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.603	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[61][3]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.603	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[62][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.603	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[61][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[58][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[62][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[63][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.660	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[57][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.650	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[56][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.650	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[63][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.650	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[63][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.647	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_class_reg[51][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.647	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[50][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.647	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[54][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.659	3.332	3.647	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[54][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.657	3.332	3.645	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[48][6]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.657	3.332	3.645	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[55][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.657	3.332	3.645	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[55][6]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.657	3.332	3.645	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[48][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.656	1.500	2.181	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_iob_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_sync_reg[0]/D	D	mmcm_clkout0	mmcm_clkout0	SLR3	SLR2
-0.656	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[60][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.656	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[57][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.656	3.332	3.651	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[60][10]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.656	3.332	3.621	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[82][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.656	3.332	3.621	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[85][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.655	3.332	3.605	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[19][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.654	3.332	3.778	10	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/expected_phase_fp_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/search_good_count_reg[3]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.652	3.332	3.776	10	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/expected_phase_fp_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/search_good_count_reg[0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.652	3.332	3.776	10	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/expected_phase_fp_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/search_good_count_reg[4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.652	3.332	3.776	10	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/expected_phase_fp_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[1].u_camera/u_pclk_recovery/search_good_count_reg[5]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.649	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[33][9]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.649	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_max_reg[39][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.649	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[32][2]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.649	3.332	3.640	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[39][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.648	3.332	3.689	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[32][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.648	3.332	3.689	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[39][7]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.647	3.332	3.608	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_max_reg[71][4]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.647	3.332	4.026	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].capture_resetn_local_sync_reg[1]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_sync_reg[2]/R	R	mmcm_clkout0	mmcm_clkout0	SLR1	SLR3
-0.646	3.332	3.628	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_x_min_reg[57][1]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.646	3.332	3.628	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[56][5]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.646	3.332	3.628	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[59][8]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.646	3.332	3.683	11	u_ddr_memory/u_video_framebuffer/u_reader/u_full_reader/width_latched_reg[5]/C	u_ddr_memory/u_video_framebuffer/u_reader/u_detection_overlay/active_y_min_reg[60][0]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
-0.646	1.500	2.171	0	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_iob_reg[4]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/dvp_data_sync_reg[4]/D	D	mmcm_clkout0	mmcm_clkout0	SLR3	SLR2
-0.646	3.332	3.766	11	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/u_pclk_recovery/expected_phase_fp_reg[0]/C	u_camera_hdmi/u_camera_subsystem/g_camera_frontend[0].u_camera/u_pclk_recovery/interval_at_loss_reg[5]/CE	CE	mmcm_clkout0	mmcm_clkout0	SLR1	SLR1
